C:\Program Files\BOSE\Graham\Frequency Response\Active\1hz.CSV


Created ,8/3/2017,4:14:11 PM
Exported,8/3/2017,4:14:21 PM

Channels
Disp,Load 1,Load 2,Ch 4,Ch 5,Ch 6,Ch 7,Ch 8,DirCmd A,UserCalc1,DirCmd O,Axial cmd,Axial err,Out 2 cmd,Out 2 err,

Units
mm,N,g,V,V,V,V,V,V,V,V,mm,%,V,%,

Movers
Axial,Out 2,

   
"Points","Elapsed Time ","Scan Time ","Disp   ","Load 1 ","Ch 4   ",
"      ","Sec          ","Sec       ","mm     ","N      ","V      ",
     323,        0.32200,     0.32200,  -0.6410,    1.446,   -0.048,
     324,        0.32300,     0.32300,  -0.6397,    1.446,   -0.048,
     325,        0.32400,     0.32400,  -0.6388,    1.446,   -0.048,
     326,        0.32500,     0.32500,  -0.6373,    1.446,   -0.047,
     327,        0.32600,     0.32600,  -0.6359,    1.444,   -0.048,
     328,        0.32700,     0.32700,  -0.6348,    1.446,   -0.048,
     329,        0.32800,     0.32800,  -0.6335,    1.446,   -0.047,
     330,        0.32900,     0.32900,  -0.6324,    1.446,   -0.048,
     331,        0.33000,     0.33000,  -0.6314,    1.446,   -0.048,
     332,        0.33100,     0.33100,  -0.6297,    1.446,   -0.047,
     333,        0.33200,     0.33200,  -0.6284,    1.446,   -0.048,
     334,        0.33300,     0.33300,  -0.6272,    1.446,   -0.047,
     335,        0.33400,     0.33400,  -0.6257,    1.446,   -0.047,
     336,        0.33500,     0.33500,  -0.6248,    1.446,   -0.047,
     337,        0.33600,     0.33600,  -0.6236,    1.446,   -0.047,
     338,        0.33700,     0.33700,  -0.6223,    1.446,   -0.047,
     339,        0.33800,     0.33800,  -0.6211,    1.446,   -0.047,
     340,        0.33900,     0.33900,  -0.6196,    1.446,   -0.047,
     341,        0.34000,     0.34000,  -0.6185,    1.446,   -0.047,
     342,        0.34100,     0.34100,  -0.6172,    1.446,   -0.047,
     343,        0.34200,     0.34200,  -0.6161,    1.446,   -0.047,
     344,        0.34300,     0.34300,  -0.6146,    1.446,   -0.048,
     345,        0.34400,     0.34400,  -0.6137,    1.446,   -0.048,
     346,        0.34500,     0.34500,  -0.6124,    1.445,   -0.047,
     347,        0.34600,     0.34600,  -0.6110,    1.446,   -0.048,
     348,        0.34700,     0.34700,  -0.6100,    1.445,   -0.048,
     349,        0.34800,     0.34800,  -0.6088,    1.446,   -0.048,
     350,        0.34900,     0.34900,  -0.6075,    1.446,   -0.048,
     351,        0.35000,     0.35000,  -0.6063,    1.446,   -0.048,
     352,        0.35100,     0.35100,  -0.6053,    1.448,   -0.048,
     353,        0.35200,     0.35200,  -0.6042,    1.446,   -0.047,
     354,        0.35300,     0.35300,  -0.6028,    1.446,   -0.047,
     355,        0.35400,     0.35400,  -0.6017,    1.445,   -0.048,
     356,        0.35500,     0.35500,  -0.6008,    1.446,   -0.047,
     357,        0.35600,     0.35600,  -0.5992,    1.448,   -0.047,
     358,        0.35700,     0.35700,  -0.5982,    1.446,   -0.047,
     359,        0.35800,     0.35800,  -0.5972,    1.446,   -0.046,
     360,        0.35900,     0.35900,  -0.5960,    1.446,   -0.047,
     361,        0.36000,     0.36000,  -0.5946,    1.446,   -0.046,
     362,        0.36100,     0.36100,  -0.5935,    1.446,   -0.047,
     363,        0.36200,     0.36200,  -0.5921,    1.446,   -0.046,
     364,        0.36300,     0.36300,  -0.5911,    1.446,   -0.046,
     365,        0.36400,     0.36400,  -0.5901,    1.446,   -0.046,
     366,        0.36500,     0.36500,  -0.5890,    1.446,   -0.046,
     367,        0.36600,     0.36600,  -0.5880,    1.446,   -0.046,
     368,        0.36700,     0.36700,  -0.5870,    1.446,   -0.046,
     369,        0.36800,     0.36800,  -0.5858,    1.446,   -0.046,
     370,        0.36900,     0.36900,  -0.5849,    1.446,   -0.045,
     371,        0.37000,     0.37000,  -0.5836,    1.446,   -0.045,
     372,        0.37100,     0.37100,  -0.5826,    1.446,   -0.045,
     373,        0.37200,     0.37200,  -0.5817,    1.446,   -0.045,
     374,        0.37300,     0.37300,  -0.5806,    1.446,   -0.045,
     375,        0.37400,     0.37400,  -0.5794,    1.446,   -0.044,
     376,        0.37500,     0.37500,  -0.5783,    1.446,   -0.045,
     377,        0.37600,     0.37600,  -0.5773,    1.446,   -0.044,
     378,        0.37700,     0.37700,  -0.5763,    1.446,   -0.044,
     379,        0.37800,     0.37800,  -0.5754,    1.446,   -0.044,
     380,        0.37900,     0.37900,  -0.5742,    1.445,   -0.044,
